"Return Spent Points in Case of Order Cancellation","Return Spent Points in Case of Order Cancellation"
"If enabled, the points used by the customers to place an order will be credited back in case of order cancellation.","If enabled, the points used by the customers to place an order will be credited back in case of order cancellation."
"Time of Day for Birthday Greetings","Time of Day for Birthday Greetings"
"Display Product Messages","Display Product Messages"
"If enabled, the reward points message will be shown on the product pages.","If enabled, the reward points message will be shown on the product pages."
"Product Reward Message","Product Reward Message"
"This message will be shown on the product pages if the ""Display Product Messages"" is enabled and the product matches the reward rules.","This message will be shown on the product pages if the ""Display Product Messages"" is enabled and the product matches the reward rules."
"Display Category Messages","Display Category Messages"
"If enabled, the reward points message will be shown on the category pages.","If enabled, the reward points message will be shown on the category pages."
"Category Reward Message","Category Reward Message"
"This message will be shown on the category pages if the ""Display Category Messages"" is enabled and only for products matches the reward rules.","This message will be shown on the category pages if the ""Display Category Messages"" is enabled and only for products matches the reward rules."
"Display Header Message","Display Header Message"
"If enabled, the customers will see the message with a number of points they will get if complete the order.","If enabled, the customers will see the message with a number of points they will get if complete the order."
"Header Message","Header Message"
"The message will be shown in the header. The following variables are available: [p] - it will display the number of points the customer will receive if completing an order; [c] - it will display the reward value expressed in the store currency.","The message will be shown in the header. The following variables are available: [p] - it will display the number of points the customer will receive if completing an order; [c] - it will display the reward value expressed in the store currency."
"Display Mini-cart Points Balance Message","Display Mini-cart Points Balance Message"
"If enabled, the customer's current points balance will be shown in the mini-cart (if supported by a theme).","If enabled, the customer's current points balance will be shown in the mini-cart (if supported by a theme)."
"Mini-cart Balance Message","Mini-cart Balance Message"
"The message will be shown in the min-cart. The following variables are available: [p] - it will display the customer’s current balance expressed in the points; [c] - it will display the customer’s current balance expressed in the store currency.","The message will be shown in the min-cart. The following variables are available: [p] - it will display the customer’s current balance expressed in the points; [c] - it will display the customer’s current balance expressed in the store currency."
"""Zero Balance"" Message for Mini-cart","""Zero Balance"" Message for Mini-cart"
"The message will be shown in the min-cart if nothing is added to the cart yet.","The message will be shown in the min-cart if nothing is added to the cart yet."
"Display Cart Message","Display Cart Message"
"Cart Message","Cart Message"
"The message will be shown in the notice on checkout pages. The following variables are available: [p] - it will display the number of points the customer will receive if completing an order; [c] - it will display the reward value expressed in the store currency.","The message will be shown in the notice on checkout pages. The following variables are available: [p] - it will display the number of points the customer will receive if completing an order; [c] - it will display the reward value expressed in the store currency."
"Display Checkout Message","Display Checkout Message"
"Checkout Message","Checkout Message"
"Add to RSS Feeds","Add to RSS Feeds"
"Show Wrapper for Messages","Show Wrapper for Messages"
"Add ""Updated By"" wrapper for manual update transactions' messages.","Add ""Updated By"" wrapper for manual update transactions' messages."
"Expiration Date Settings","Expiration Date Settings"
"Enable Expiration Date","Enable Expiration Date"
"Default Expiration Period (days)","Default Expiration Period (days)"
"Update Existing Expiration Dates","Update Existing Expiration Dates"
"Update the existing reward points expiration dates if the ""Default Expiration Period"" is changed. Works only if the expiration dates functionality is enabled.","Update the existing reward points expiration dates if the ""Default Expiration Period"" is changed. Works only if the expiration dates functionality is enabled."
"Send Expiration Date Email","Send Expiration Date Email"
"Notify Customers about Expiration Date","Notify Customers about Expiration Date"
"Email Settings","Email Settings"
"Email Sender","Email Sender"
"Default Email Template for Balance Change by Rules","Default Email Template for Balance Change by Rules"
"The email template is chosen based on the theme fallback when the ""Default"" option is selected.","The email template is chosen based on the theme fallback when the ""Default"" option is selected."
"Email Template for Balance Change by Admin","Email Template for Balance Change by Admin"
"Expiration Date Email Template","Expiration Date Email Template"
"Event Message","Event Message"
Created,Created
"Reward Points Rule","Reward Points Rule"
Back,Back
"Rule Information","Rule Information"
"Rule Name","Rule Name"
Description,Description
Websites,Websites
"Customer Groups","Customer Groups"
From,From
To,To
Priority,Priority
"Allow Notification","Allow Notification"
"Personal Email Template","Personal Email Template"
"Public In RSS Feed","Public In RSS Feed"
Actions,Actions
Event,Event
"Give Points","Give Points"
"Calculation Type","Calculation Type"
"Points Amount (Get X Points)","Points Amount (Get X Points)"
"Y - Points Earn Step (Y spent / Y quantity)","Y - Points Earn Step (Y spent / Y quantity)"
"
                    ""Y spent"" for ""Get X Points for every Y Spent"" / ""Y quantity"" for ""Get X Points for every Y quantity (starting from Z quantity)""
                ","
                    ""Y spent"" for ""Get X Points for every Y Spent"" / ""Y quantity"" for ""Get X Points for every Y quantity (starting from Z quantity)""
                "
"Z quantity","Z quantity"
"
                    For ""Get X Points for every Y quantity starting from Z quantity""
                ","
                    For ""Get X Points for every Y quantity starting from Z quantity""
                "
"Stop Rules Processing","Stop Rules Processing"
Conditions,Conditions
"Default Rule Label for All Store Views","Default Rule Label for All Store Views"
"Add New Rule","Add New Rule"
"Store View","Store View"
"Are you sure you want to delete selected items?","Are you sure you want to delete selected items?"
"Delete items","Delete items"
Disable,Disable
ID,ID
Name,Name
"Start At","Start At"
"Finish At","Finish At"
"Times Used","Times Used"
"Points Generated","Points Generated"
Status,Status
Reload,Reload
"Customer Email","Customer Email"
"Points Delta","Points Delta"
"Points Balance","Points Balance"
"Purchased From","Purchased From"
"Web Site","Web Site"
"Created At","Created At"
